Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-419037,"NCAM1 interactions",3,44,0.0028109627547434997,0.035990104200904316,0.40657201368471496,10,10,6.594566077552098E-4,9606,Homo sapiens,"NCAM1;COL6A5;COL9A2","","R-HSA-375157;R-HSA-422454;R-HSA-525833;R-HSA-375155;R-HSA-375154;R-HSA-375149;R-HSA-375148;R-HSA-375151;R-HSA-375160;R-HSA-375144"
R-HSA-452723,"Transcriptional regulation of pluripotent stem cells",3,45,0.002874848271896761,0.03805458781135429,0.40657201368471496,5,35,0.002308098127143234,9606,Homo sapiens,"EPAS1;KLF4","","R-HSA-452838;R-HSA-452894;R-HSA-480301;R-HSA-480204;R-HSA-452392"
R-HSA-170670,"Adenylate cyclase inhibitory pathway",2,19,0.0012138248259119658,0.038981285744541405,0.40657201368471496,5,5,3.297283038776049E-4,9606,Homo sapiens,"ADCY1;GNAI1","","R-HSA-170674;R-HSA-170666;R-HSA-392206;R-HSA-170686;R-HSA-170671"
R-HSA-9823739,"Formation of the anterior neural plate",2,19,0.0012138248259119658,0.038981285744541405,0.40657201368471496,3,15,9.891849116328145E-4,9606,Homo sapiens,"ZEB2","","R-HSA-9832845;R-HSA-9833066;R-HSA-9832907"
R-HSA-9843743,"Transcriptional regulation of brown and beige adipocyte differentiation",3,47,0.003002619306203284,0.042360923525834315,0.40657201368471496,6,14,9.232392508572936E-4,9606,Homo sapiens,"PPARG","","R-HSA-9844822;R-HSA-9844549;R-HSA-9844415;R-HSA-9844440;R-HSA-9844600;R-HSA-9844536"
R-HSA-9844594,"Transcriptional regulation of brown and beige adipocyte differentiation by EBF2",3,47,0.003002619306203284,0.042360923525834315,0.40657201368471496,6,14,9.232392508572936E-4,9606,Homo sapiens,"PPARG","","R-HSA-9844822;R-HSA-9844549;R-HSA-9844415;R-HSA-9844440;R-HSA-9844600;R-HSA-9844536"
R-HSA-169893,"Prolonged ERK activation events",2,20,0.001277710343065227,0.04274158235852821,0.40657201368471496,11,19,0.0012529675547348984,9606,Homo sapiens,"NTRK1","","R-HSA-170978;R-HSA-169891;R-HSA-170979;R-HSA-169904;R-HSA-169905;R-HSA-170977;R-HSA-169895;R-HSA-9612980;R-HSA-170964;R-HSA-170975;R-HSA-169901"
R-HSA-210744,"Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells",2,20,0.001277710343065227,0.04274158235852821,0.40657201368471496,1,4,2.637826431020839E-4,9606,Homo sapiens,"HNF1B","","R-HSA-210824"
R-HSA-9725370,"Signaling by ALK fusions and activated point mutants",5,119,0.007602376541238101,0.04661791778491131,0.40657201368471496,4,63,0.004154576628857821,9606,Homo sapiens,"TPM1;GZMB;TWIST1","","R-HSA-9700181;R-HSA-9851109;R-HSA-9851088;R-HSA-9851084"
R-HSA-9700206,"Signaling by ALK in cancer",5,119,0.007602376541238101,0.04661791778491131,0.40657201368471496,4,71,0.004682141915061989,9606,Homo sapiens,"TPM1;GZMB;TWIST1","","R-HSA-9700181;R-HSA-9851109;R-HSA-9851088;R-HSA-9851084"
R-HSA-352238,"Breakdown of the nuclear lamina",1,3,1.9165655145978407E-4,0.04770184441132708,0.40657201368471496,1,3,1.978369823265629E-4,9606,Homo sapiens,"LMNA","","R-HSA-264865"
R-HSA-991365,"Activation of GABAB receptors",3,50,0.0031942758576630676,0.04925717189796319,0.40657201368471496,8,8,5.275652862041678E-4,9606,Homo sapiens,"GNG4;ADCY1;GNAI1","","R-HSA-170674;R-HSA-1013020;R-HSA-170666;R-HSA-1013013;R-HSA-1013012;R-HSA-392206;R-HSA-170686;R-HSA-170671"
R-HSA-977444,"GABA B receptor activation",3,50,0.0031942758576630676,0.04925717189796319,0.40657201368471496,8,9,5.935109469796888E-4,9606,Homo sapiens,"GNG4;ADCY1;GNAI1","","R-HSA-170674;R-HSA-1013020;R-HSA-170666;R-HSA-1013013;R-HSA-1013012;R-HSA-392206;R-HSA-170686;R-HSA-170671"
R-HSA-8878171,"Transcriptional regulation by RUNX1",8,246,0.015715837219702294,0.050168005848250874,0.40657201368471496,11,132,0.008704827222368768,9606,Homo sapiens,"NR4A3;IFNG;IL2RA;TNFRSF18","","R-HSA-8877493;R-HSA-8877396;R-HSA-8877490;R-HSA-8877360;R-HSA-8877391;R-HSA-8938034;R-HSA-8877485;R-HSA-8938022;R-HSA-8877369;R-HSA-8877385;R-HSA-9006422"
R-HSA-375276,"Peptide ligand-binding receptors",7,203,0.012968759982112055,0.05026466851279787,0.40657201368471496,5,83,0.005473489844368241,9606,Homo sapiens,"C3;CXCL10;CCL22;CCL3L3;CCL4;PMCH;CCL3","","R-HSA-444647;R-HSA-443986;R-HSA-964811;R-HSA-947673;R-HSA-374248"
R-HSA-4419969,"Depolymerization of the Nuclear Lamina",2,23,0.001469366894525011,0.05477841739178635,0.40657201368471496,2,6,3.956739646531258E-4,9606,Homo sapiens,"LMNA","","R-HSA-5229194;R-HSA-5244669"
R-HSA-9660821,"ADORA2B mediated anti-inflammatory cytokines production",3,53,0.003385932409122852,0.05666512613444363,0.40657201368471496,5,12,7.913479293062516E-4,9606,Homo sapiens,"GNG4;ADCY1;GNAI1","","R-HSA-9660819;R-HSA-163617;R-HSA-392129;R-HSA-9660824;R-HSA-9660828"
R-HSA-9755511,"KEAP1-NFE2L2 pathway",6,168,0.010732766881747909,0.05872802217761186,0.40657201368471496,6,117,0.0077156423107359534,9606,Homo sapiens,"HMOX1;PDGFA;AREG","","R-HSA-9796069;R-HSA-9759137;R-HSA-9796051;R-HSA-9796057;R-HSA-9759176;R-HSA-9796072"
R-HSA-449836,"Other interleukin signaling",2,24,0.0015332524116782726,0.059026018981486406,0.40657201368471496,3,17,0.0011210762331838565,9606,Homo sapiens,"SNAP25;CSF1","","R-HSA-9009485;R-HSA-9009488;R-HSA-449117"
R-HSA-9664424,"Cell recruitment (pro-inflammatory response)",3,54,0.003449817926276113,0.05924544993217118,0.40657201368471496,5,23,0.0015167501978369823,9606,Homo sapiens,"C3;IL1A;HMOX1","","R-HSA-444647;R-HSA-1250272;R-HSA-449058;R-HSA-9665524;R-HSA-448703"
R-HSA-9660826,"Purinergic signaling in leishmaniasis infection",3,54,0.003449817926276113,0.05924544993217118,0.40657201368471496,5,23,0.0015167501978369823,9606,Homo sapiens,"C3;IL1A;HMOX1","","R-HSA-444647;R-HSA-1250272;R-HSA-449058;R-HSA-9665524;R-HSA-448703"
R-HSA-2219528,"PI3K/AKT Signaling in Cancer",5,129,0.008241231712770716,0.061495501082356685,0.40657201368471496,2,21,0.0013848588762859404,9606,Homo sapiens,"NR4A1;PDGFA;PIK3AP1;AREG","","R-HSA-2399988;R-HSA-2400009"
R-HSA-5668541,"TNFR2 non-canonical NF-kB pathway",4,91,0.0058135820609467835,0.06291472941472698,0.40657201368471496,4,44,0.0029016090741229225,9606,Homo sapiens,"EDARADD;TNFRSF9;TNFRSF18;TNFRSF4","","R-HSA-8858475;R-HSA-5692315;R-HSA-5675947;R-HSA-5675656"
R-HSA-75108,"Activation, myristolyation of BID and translocation to mitochondria",1,4,2.555420686130454E-4,0.06309328133764802,0.40657201368471496,1,4,2.637826431020839E-4,9606,Homo sapiens,"GZMB","","R-HSA-139893"
R-HSA-445144,"Signal transduction by L1",2,25,0.0015971379288315338,0.06338327137274224,0.40657201368471496,2,11,7.254022685307306E-4,9606,Homo sapiens,"NCAM1;ITGA9","","R-HSA-374686;R-HSA-374681"
R-HSA-9634597,"GPER1 signaling",3,56,0.003577588960582636,0.06456878767895868,0.40657201368471496,6,10,6.594566077552098E-4,9606,Homo sapiens,"GNG4;ADCY1;GNAI1","","R-HSA-163617;R-HSA-9036301;R-HSA-392129;R-HSA-9036307;R-HSA-9624014;R-HSA-9036308"
R-HSA-1989781,"PPARA activates gene expression",6,173,0.011052194467514214,0.06564581047865115,0.40657201368471496,5,41,0.0027037720917963597,9606,Homo sapiens,"TIAM2;ARNT2;G0S2;PPARG","","R-HSA-1989759;R-HSA-560473;R-HSA-1989768;R-HSA-1989764;R-HSA-560517"
R-HSA-392170,"ADP signalling through P2Y purinoceptor 12",2,26,0.0016610234459847953,0.06784555327970165,0.40657201368471496,3,4,2.637826431020839E-4,9606,Homo sapiens,"GNG4;GNAI1","","R-HSA-392195;R-HSA-392187;R-HSA-392202"
R-HSA-422085,"Synthesis, secretion, and deacylation of Ghrelin",2,26,0.0016610234459847953,0.06784555327970165,0.40657201368471496,2,8,5.275652862041678E-4,9606,Homo sapiens,"IGF1;KLF4","","R-HSA-422048;R-HSA-422088"
R-HSA-5673001,"RAF/MAP kinase cascade",9,309,0.019740624800357758,0.06835893444096608,0.40657201368471496,6,75,0.004945924558164073,9606,Homo sapiens,"DUSP4;DUSP5;IL2RA;PDGFA;NCAM1;DUSP8;AREG;PTPN3","","R-HSA-8868118;R-HSA-8867654;R-HSA-5672965;R-HSA-5675376;R-HSA-5675373;R-HSA-8867658"
R-HSA-400206,"Regulation of lipid metabolism by PPARalpha",6,175,0.011179965501820738,0.0685411610511315,0.40657201368471496,5,45,0.0029675547348984436,9606,Homo sapiens,"TIAM2;ARNT2;G0S2;PPARG","","R-HSA-1989759;R-HSA-560473;R-HSA-1989768;R-HSA-1989764;R-HSA-560517"
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",5,134,0.008560659298537021,0.0698333894184181,0.40657201368471496,2,7,4.616196254286468E-4,9606,Homo sapiens,"PDGFA;PIP5K1B;PIK3AP1;AREG","","R-HSA-2316434;R-HSA-1676082"
R-HSA-2995383,"Initiation of Nuclear Envelope (NE) Reformation",2,27,0.0017249089631380565,0.07240836309513621,0.40657201368471496,1,7,4.616196254286468E-4,9606,Homo sapiens,"LMNA","","R-HSA-2995376"
R-HSA-9617828,"FOXO-mediated transcription of cell cycle genes",2,27,0.0017249089631380565,0.07240836309513621,0.40657201368471496,2,22,0.0014508045370614613,9606,Homo sapiens,"KLF4","","R-HSA-9625409;R-HSA-9625406"
R-HSA-447115,"Interleukin-12 family signaling",4,96,0.00613300964671309,0.07332899464132359,0.40657201368471496,36,114,0.007517805328409391,9606,Homo sapiens,"IFNG;EBI3","","R-HSA-8950537;R-HSA-8984012;R-HSA-8984014;R-HSA-8984001;R-HSA-8983872;R-HSA-8950210;R-HSA-8984963;R-HSA-8950340;R-HSA-8950405;R-HSA-8983876;R-HSA-8950342;R-HSA-8983878;R-HSA-8983835;R-HSA-8950362;R-HSA-6809140;R-HSA-8983834;R-HSA-9006431;R-HSA-8983519;R-HSA-8983518;R-HSA-8984021;R-HSA-8950740;R-HSA-8950485;R-HSA-8984023;R-HSA-8950441;R-HSA-448421;R-HSA-8983983;R-HSA-8983841;R-HSA-8983845;R-HSA-448427;R-HSA-8983996;R-HSA-448627;R-HSA-8950398;R-HSA-8983870;R-HSA-8950387;R-HSA-8950453;R-HSA-8950518"
R-HSA-109581,"Apoptosis",6,180,0.011499393087587044,0.07609950151371847,0.40657201368471496,10,142,0.009364283830123978,9606,Homo sapiens,"H1F0;DAPK2;LMNA;GZMB;BMF;TP63","","R-HSA-211239;R-HSA-508163;R-HSA-264865;R-HSA-139908;R-HSA-139893;R-HSA-139909;R-HSA-418849;R-HSA-139913;R-HSA-211247;R-HSA-4331340"
R-HSA-5684996,"MAPK1/MAPK3 signaling",9,316,0.020187823420430587,0.07611030242827588,0.40657201368471496,6,82,0.005407544183592719,9606,Homo sapiens,"DUSP4;DUSP5;IL2RA;PDGFA;NCAM1;DUSP8;AREG;PTPN3","","R-HSA-8868118;R-HSA-8867654;R-HSA-5672965;R-HSA-5675376;R-HSA-5675373;R-HSA-8867658"
R-HSA-5357801,"Programmed Cell Death",7,225,0.014374241359483805,0.07733847378862313,0.40657201368471496,14,193,0.012727512529675548,9606,Homo sapiens,"IL1A;H1F0;DAPK2;LMNA;GZMB;BMF;TP63","","R-HSA-9710263;R-HSA-211239;R-HSA-449058;R-HSA-508163;R-HSA-264865;R-HSA-139908;R-HSA-9710323;R-HSA-139909;R-HSA-418849;R-HSA-139913;R-HSA-211247;R-HSA-4331340;R-HSA-9710306;R-HSA-139893"
R-HSA-167021,"PLC-gamma1 signalling",1,5,3.194275857663068E-4,0.07823691530300803,0.40657201368471496,3,3,1.978369823265629E-4,9606,Homo sapiens,"NTRK1","","R-HSA-167683;R-HSA-167684;R-HSA-167674"
R-HSA-139910,"Activation of BMF and translocation to mitochondria",1,5,3.194275857663068E-4,0.07823691530300803,0.40657201368471496,2,2,1.3189132155104195E-4,9606,Homo sapiens,"BMF","","R-HSA-139908;R-HSA-139909"
R-HSA-5579013,"Defective CYP7B1 causes SPG5A and CBAS3",1,5,3.194275857663068E-4,0.07823691530300803,0.40657201368471496,1,1,6.594566077552098E-5,9606,Homo sapiens,"CYP7B1","","R-HSA-5602885"
R-HSA-198745,"Signalling to STAT3",1,5,3.194275857663068E-4,0.07823691530300803,0.40657201368471496,1,1,6.594566077552098E-5,9606,Homo sapiens,"NTRK1","","R-HSA-198732"
R-HSA-5579000,"Defective CYP1B1 causes Glaucoma",1,5,3.194275857663068E-4,0.07823691530300803,0.40657201368471496,1,1,6.594566077552098E-5,9606,Homo sapiens,"CYP1B1","","R-HSA-5605147"
R-HSA-8875513,"MET interacts with TNS proteins",1,5,3.194275857663068E-4,0.07823691530300803,0.40657201368471496,1,2,1.3189132155104195E-4,9606,Homo sapiens,"TNS3","","R-HSA-8875523"
R-HSA-199418,"Negative regulation of the PI3K/AKT network",5,142,0.009071743435763113,0.08440380654517043,0.40657201368471496,2,10,6.594566077552098E-4,9606,Homo sapiens,"PDGFA;PIP5K1B;PIK3AP1;AREG","","R-HSA-2316434;R-HSA-1676082"
R-HSA-2219530,"Constitutive Signaling by Aberrant PI3K in Cancer",4,101,0.006452437232479397,0.08456108189144629,0.40657201368471496,1,2,1.3189132155104195E-4,9606,Homo sapiens,"PDGFA;PIK3AP1;AREG","","R-HSA-2400009"
R-HSA-397014,"Muscle contraction",7,232,0.014821439979556634,0.08744838094733554,0.40657201368471496,10,53,0.0034951200211026114,9606,Homo sapiens,"TNNT2;TPM1;MYL3;DMD;FXYD6;ACTG2;MYH6","","R-HSA-390597;R-HSA-445700;R-HSA-390598;R-HSA-390593;R-HSA-445699;R-HSA-390595;R-HSA-9684068;R-HSA-445704;R-HSA-936897;R-HSA-445705"
R-HSA-109606,"Intrinsic Pathway for Apoptosis",3,64,0.0040886730978087265,0.08792750071188637,0.40657201368471496,6,63,0.004154576628857821,9606,Homo sapiens,"GZMB;BMF;TP63","","R-HSA-508163;R-HSA-139908;R-HSA-139893;R-HSA-139909;R-HSA-139913;R-HSA-4331340"
R-HSA-425410,"Metal ion SLC transporters",2,31,0.001980451031751102,0.09157889192170432,0.40657201368471496,3,20,0.0013189132155104195,9606,Homo sapiens,"SLC41A2;SLC39A14","","R-HSA-442661;R-HSA-442387;R-HSA-442317"
R-HSA-173736,"Alternative complement activation",1,6,3.8331310291956814E-4,0.09313672049335919,0.40657201368471496,9,9,5.935109469796888E-4,9606,Homo sapiens,"C3","","R-HSA-183122;R-HSA-173745;R-HSA-183126;R-HSA-174551;R-HSA-183130;R-HSA-173754;R-HSA-173739;R-HSA-981539;R-HSA-173740"
R-HSA-418594,"G alpha (i) signalling events",11,428,0.02734300134159586,0.09363137687030576,0.40657201368471496,30,74,0.004879978897388552,9606,Homo sapiens,"C3;CXCL10;RGS2;RGS1;GNG4;CCL4L2;RGS16;CCL4;PMCH;ADCY1;GNAI1","","R-HSA-392129;R-HSA-749454;R-HSA-167429;R-HSA-8982019;R-HSA-167433;R-HSA-392206;R-HSA-8982020;R-HSA-112271;R-HSA-392212;R-HSA-751001;R-HSA-420883;R-HSA-8964242;R-HSA-749456;R-HSA-8964311;R-HSA-8964329;R-HSA-8982637;R-HSA-170666;R-HSA-380073;R-HSA-170671;R-HSA-170674;R-HSA-167408;R-HSA-170672;R-HSA-8982012;R-HSA-170676;R-HSA-170677;R-HSA-8982640;R-HSA-167419;R-HSA-111930;R-HSA-170686;R-HSA-170685"
R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion",2,32,0.0020443365489043633,0.09658082436695115,0.40657201368471496,5,6,3.956739646531258E-4,9606,Homo sapiens,"GNG4;GNAI1","","R-HSA-400037;R-HSA-400097;R-HSA-400046;R-HSA-400063;R-HSA-400092"
R-HSA-2022090,"Assembly of collagen fibrils and other multimeric structures",3,67,0.004280329649268511,0.09748427055155495,0.40657201368471496,3,26,0.0017145871801635452,9606,Homo sapiens,"COL6A5;COL9A2;CTSB","","R-HSA-2213200;R-HSA-2213207;R-HSA-2213210"
R-HSA-977443,"GABA receptor activation",3,68,0.004344215166421772,0.10076001035287219,0.40657201368471496,8,12,7.913479293062516E-4,9606,Homo sapiens,"GNG4;ADCY1;GNAI1","","R-HSA-170674;R-HSA-1013020;R-HSA-170666;R-HSA-1013013;R-HSA-1013012;R-HSA-392206;R-HSA-170686;R-HSA-170671"
R-HSA-8873719,"RAB geranylgeranylation",3,68,0.004344215166421772,0.10076001035287219,0.40657201368471496,2,5,3.297283038776049E-4,9606,Homo sapiens,"RAB32;RAB6B","","R-HSA-8870469;R-HSA-8870466"
R-HSA-211976,"Endogenous sterols",3,69,0.004408100683575033,0.104079419136333,0.40657201368471496,3,18,0.0011870218939593776,9606,Homo sapiens,"ARNT2;CYP1B1;CYP7B1","","R-HSA-192051;R-HSA-192065;R-HSA-211951"
R-HSA-1442490,"Collagen degradation",3,69,0.004408100683575033,0.104079419136333,0.40657201368471496,4,34,0.002242152466367713,9606,Homo sapiens,"COL6A5;COL9A2;CTSB","","R-HSA-2471621;R-HSA-1564112;R-HSA-2168923;R-HSA-1564184"
R-HSA-9614085,"FOXO-mediated transcription",4,110,0.007027406886858749,0.10674234556480533,0.40657201368471496,4,85,0.005605381165919282,9606,Homo sapiens,"FBXO32;KLF4","","R-HSA-9624611;R-HSA-9624624;R-HSA-9625409;R-HSA-9625406"
R-HSA-451326,"Activation of kainate receptors upon glutamate binding",2,34,0.002172107583210886,0.10680861726253466,0.40657201368471496,3,6,3.956739646531258E-4,9606,Homo sapiens,"GNG4;NCALD","","R-HSA-451283;R-HSA-451311;R-HSA-500717"
R-HSA-380994,"ATF4 activates genes in response to endoplasmic reticulum  stress",2,34,0.002172107583210886,0.10680861726253466,0.40657201368471496,1,7,4.616196254286468E-4,9606,Homo sapiens,"ATF3","","R-HSA-1791173"
R-HSA-375165,"NCAM signaling for neurite out-growth",3,70,0.004471986200728295,0.1074416420301666,0.40657201368471496,21,23,0.0015167501978369823,9606,Homo sapiens,"NCAM1;COL6A5;COL9A2","","R-HSA-525833;R-HSA-391872;R-HSA-375149;R-HSA-375148;R-HSA-375151;R-HSA-375144;R-HSA-392053;R-HSA-375157;R-HSA-422454;R-HSA-392054;R-HSA-392051;R-HSA-375155;R-HSA-375154;R-HSA-391868;R-HSA-391871;R-HSA-375161;R-HSA-391865;R-HSA-375160;R-HSA-391867;R-HSA-419033;R-HSA-391866"
R-HSA-174577,"Activation of C3 and C5",1,7,4.471986200728295E-4,0.10779660760580334,0.40657201368471496,3,4,2.637826431020839E-4,9606,Homo sapiens,"C3","","R-HSA-173680;R-HSA-166817;R-HSA-173636"
R-HSA-5250971,"Toxicity of botulinum toxin type C (botC)",1,7,4.471986200728295E-4,0.10779660760580334,0.40657201368471496,1,5,3.297283038776049E-4,9606,Homo sapiens,"SNAP25","","R-HSA-194793"
R-HSA-212436,"Generic Transcription Pathway",32,1573,0.10049191848208011,0.11269012011450563,0.40657201368471496,77,880,0.05803218148245846,9606,Homo sapiens,"ARNT2;ZNF282;VDR;PLK2;TNFRSF18;SERPINE1;TWIST1;KLF4;FBXO32;GEM;NR4A2;NR4A1;RGCC;NR4A3;IFNG;ZNF704;IL2RA;PPARG;TP63","","R-HSA-6799462;R-HSA-6801637;R-HSA-8940032;R-HSA-139913;R-HSA-4331340;R-HSA-6801641;R-HSA-9736966;R-HSA-382096;R-HSA-9638156;R-HSA-6799815;R-HSA-9624624;R-HSA-9769014;R-HSA-6800836;R-HSA-9769011;R-HSA-6803917;R-HSA-8877485;R-HSA-9625406;R-HSA-6803914;R-HSA-8938022;R-HSA-9624611;R-HSA-8877493;R-HSA-9769249;R-HSA-8877490;R-HSA-6799441;R-HSA-8877360;R-HSA-8938034;R-HSA-9634861;R-HSA-8877369;R-HSA-3700984;R-HSA-9769044;R-HSA-9634897;R-HSA-9769302;R-HSA-6799777;R-HSA-9769042;R-HSA-9768925;R-HSA-8877391;R-HSA-9769177;R-HSA-3700981;R-HSA-9770072;R-HSA-975040;R-HSA-9769307;R-HSA-8877385;R-HSA-8877396;R-HSA-9625409;R-HSA-9634886;R-HSA-6800816;R-HSA-5632386;R-HSA-9634884;R-HSA-9769165;R-HSA-5632393;R-HSA-9644879;R-HSA-9769419;R-HSA-9006422;R-HSA-9769418;R-HSA-9768950;R-HSA-9768945;R-HSA-6798082;R-HSA-9634934;R-HSA-6801666;R-HSA-376419;R-HSA-6798081;R-HSA-6800001;R-HSA-9017441;R-HSA-9736959;R-HSA-6801675;R-HSA-9017447;R-HSA-9769316;R-HSA-8939900;R-HSA-6799761;R-HSA-9634916;R-HSA-9644900;R-HSA-9768930;R-HSA-2106586;R-HSA-9768937;R-HSA-9007860;R-HSA-9768939;R-HSA-9769323"
R-HSA-2424491,"DAP12 signaling",2,36,0.0022998786175174087,0.11731058045023879,0.40657201368471496,10,17,0.0011210762331838565,9606,Homo sapiens,"KLRC2;KLRD1","","R-HSA-2395412;R-HSA-2424484;R-HSA-210289;R-HSA-2424486;R-HSA-2424487;R-HSA-2424480;R-HSA-2396594;R-HSA-2424482;R-HSA-2395439;R-HSA-2395801"
R-HSA-114452,"Activation of BH3-only proteins",2,36,0.0022998786175174087,0.11731058045023879,0.40657201368471496,4,19,0.0012529675547348984,9606,Homo sapiens,"BMF;TP63","","R-HSA-139908;R-HSA-139909;R-HSA-139913;R-HSA-4331340"
R-HSA-9008059,"Interleukin-37 signaling",2,36,0.0022998786175174087,0.11731058045023879,0.40657201368471496,1,14,9.232392508572936E-4,9606,Homo sapiens,"PTPN14","","R-HSA-9008894"
R-HSA-187024,"NGF-independant TRKA activation",1,8,5.110841372260908E-4,0.12222042485896112,0.40657201368471496,4,4,2.637826431020839E-4,9606,Homo sapiens,"NTRK1","","R-HSA-9612996;R-HSA-187678;R-HSA-9613023;R-HSA-187661"
R-HSA-187706,"Signalling to p38 via RIT and RIN",1,8,5.110841372260908E-4,0.12222042485896112,0.40657201368471496,3,3,1.978369823265629E-4,9606,Homo sapiens,"NTRK1","","R-HSA-187698;R-HSA-187746;R-HSA-187697"
R-HSA-9652817,"Signaling by MAPK mutants",1,8,5.110841372260908E-4,0.12222042485896112,0.40657201368471496,1,1,6.594566077552098E-5,9606,Homo sapiens,"DUSP8","","R-HSA-9652816"
R-HSA-167826,"The fatty acid cycling model",1,8,5.110841372260908E-4,0.12222042485896112,0.40657201368471496,3,6,3.956739646531258E-4,9606,Homo sapiens,"UCP3","","R-HSA-166387;R-HSA-166214;R-HSA-166220"
R-HSA-75094,"Formation of the Editosome",1,8,5.110841372260908E-4,0.12222042485896112,0.40657201368471496,1,2,1.3189132155104195E-4,9606,Homo sapiens,"APOBEC3B","","R-HSA-77609"
R-HSA-5638302,"Signaling by Overexpressed Wild-Type EGFR in Cancer",1,8,5.110841372260908E-4,0.12222042485896112,0.40657201368471496,1,2,1.3189132155104195E-4,9606,Homo sapiens,"AREG","","R-HSA-1225978"
R-HSA-5638303,"Inhibition of Signaling by Overexpressed EGFR",1,8,5.110841372260908E-4,0.12222042485896112,0.40657201368471496,1,2,1.3189132155104195E-4,9606,Homo sapiens,"AREG","","R-HSA-1225978"
R-HSA-8937144,"Aryl hydrocarbon receptor signalling",1,8,5.110841372260908E-4,0.12222042485896112,0.40657201368471496,2,5,3.297283038776049E-4,9606,Homo sapiens,"ARNT2","","R-HSA-8937177;R-HSA-8936851"
R-HSA-5250992,"Toxicity of botulinum toxin type E (botE)",1,8,5.110841372260908E-4,0.12222042485896112,0.40657201368471496,1,5,3.297283038776049E-4,9606,Homo sapiens,"SNAP25","","R-HSA-194800"
R-HSA-186763,"Downstream signal transduction",2,37,0.00236376413467067,0.1226555925321946,0.40657201368471496,15,16,0.0010551305724083356,9606,Homo sapiens,"PDGFA","","R-HSA-1524182;R-HSA-186819;R-HSA-382052;R-HSA-382055;R-HSA-186826;R-HSA-380780;R-HSA-380782;R-HSA-1524186;R-HSA-382056;R-HSA-186765;R-HSA-382058;R-HSA-186834;R-HSA-186800;R-HSA-186778;R-HSA-186780"
R-HSA-182971,"EGFR downregulation",2,37,0.00236376413467067,0.1226555925321946,0.40657201368471496,18,22,0.0014508045370614613,9606,Homo sapiens,"AREG;PTPN3","","R-HSA-8867047;R-HSA-183072;R-HSA-8867044;R-HSA-8867041;R-HSA-182986;R-HSA-183051;R-HSA-8951490;R-HSA-182990;R-HSA-183055;R-HSA-183084;R-HSA-183058;R-HSA-182994;R-HSA-183089;R-HSA-182993;R-HSA-183002;R-HSA-183067;R-HSA-182969;R-HSA-183036"
R-HSA-5218859,"Regulated Necrosis",3,76,0.004855299303647863,0.12846549479086544,0.40657201368471496,4,52,0.0034291743603270903,9606,Homo sapiens,"IL1A;GZMB;TP63","","R-HSA-9710263;R-HSA-449058;R-HSA-9710306;R-HSA-9710323"
R-HSA-9619665,"EGR2 and SOX10-mediated initiation of Schwann cell myelination",2,39,0.002491535168977193,0.13351693626576044,0.40657201368471496,19,26,0.0017145871801635452,9606,Homo sapiens,"EGR2","","R-HSA-9619667;R-HSA-9615638;R-HSA-9621399;R-HSA-9616116;R-HSA-9614773;R-HSA-9614778;R-HSA-9621400;R-HSA-9621406;R-HSA-9618559;R-HSA-9621404;R-HSA-9621410;R-HSA-9621411;R-HSA-9614787;R-HSA-9613760;R-HSA-9614790;R-HSA-9618725;R-HSA-9615626;R-HSA-9613768;R-HSA-9619657"
R-HSA-9818027,"NFE2L2 regulating anti-oxidant/detoxification enzymes",2,39,0.002491535168977193,0.13351693626576044,0.40657201368471496,2,28,0.0018464785017145871,9606,Homo sapiens,"HMOX1","","R-HSA-9759137;R-HSA-9759176"
R-HSA-140180,"COX reactions",1,9,5.749696543793522E-4,0.13641195898707337,0.40657201368471496,2,2,1.3189132155104195E-4,9606,Homo sapiens,"PTGS1","","R-HSA-140355;R-HSA-140359"
R-HSA-1483152,"Hydrolysis of LPE",1,9,5.749696543793522E-4,0.13641195898707337,0.40657201368471496,2,3,1.978369823265629E-4,9606,Homo sapiens,"PLA2G4C","","R-HSA-1482545;R-HSA-1482571"
R-HSA-163359,"Glucagon signaling in metabolic regulation",2,40,0.002555420686130454,0.13902684420152,0.40657201368471496,3,6,3.956739646531258E-4,9606,Homo sapiens,"GNG4;ADCY1","","R-HSA-825631;R-HSA-163617;R-HSA-164377"
R-HSA-392518,"Signal amplification",2,41,0.0026193062032837154,0.14458544051625044,0.40657201368471496,12,19,0.0012529675547348984,9606,Homo sapiens,"GNG4;GNAI1","","R-HSA-428918;R-HSA-428917;R-HSA-418581;R-HSA-418579;R-HSA-392195;R-HSA-428752;R-HSA-418576;R-HSA-428750;R-HSA-428909;R-HSA-428749;R-HSA-392187;R-HSA-392202"
R-HSA-1980145,"Signaling by NOTCH2",2,41,0.0026193062032837154,0.14458544051625044,0.40657201368471496,2,20,0.0013189132155104195,9606,Homo sapiens,"GZMB","","R-HSA-2976551;R-HSA-2976563"
